CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,Block_Location,BLKADDR,City,State
22001146,THEFT MISD. (UNDER $950),01/08/2022 12:00:00 AM,1899-12-31T18:00:00.000,LARCENY,6,03/18/2022 12:00:00 AM,"1300 BLOCK SAN PABLO AVE
Berkeley, CA
(37.880229, -122.295798)",1300 BLOCK SAN PABLO AVE,Berkeley,CA
21051588,THEFT MISD. (UNDER $950),11/06/2021 12:00:00 AM,1899-12-31T16:46:00.000,LARCENY,6,03/18/2022 12:00:00 AM,"2600 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.862915, -122.258707)",2600 BLOCK TELEGRAPH AVE,Berkeley,CA
21091523,THEFT FROM PERSON,12/01/2021 12:00:00 AM,1899-12-31T10:30:00.000,LARCENY,3,03/18/2022 12:00:00 AM,"3175 ADELINE ST
Berkeley, CA
(37.851283, -122.270358)",3175 ADELINE ST,Berkeley,CA
21043031,DISTURBANCE,09/19/2021 12:00:00 AM,1899-12-31T13:19:00.000,DISORDERLY CONDUCT,0,03/18/2022 12:00:00 AM,"1050 GILMAN ST
Berkeley, CA
(37.880312, -122.296641)",1050 GILMAN ST,Berkeley,CA
22002061,BURGLARY RESIDENTIAL,01/14/2022 12:00:00 AM,1899-12-31T12:36:00.000,BURGLARY - RESIDENTIAL,5,03/18/2022 12:00:00 AM,"2700 BLOCK WEBSTER ST
Berkeley, CA
(37.855798, -122.252708)",2700 BLOCK WEBSTER ST,Berkeley,CA
22012258,DISTURBANCE,03/17/2022 12:00:00 AM,1899-12-31T01:26:00.000,DISORDERLY CONDUCT,4,03/18/2022 12:00:00 AM,"1600 BLOCK DWIGHT WAY
Berkeley, CA
(37.862516, -122.27853)",1600 BLOCK DWIGHT WAY,Berkeley,CA
22002365,VEHICLE STOLEN,01/16/2022 12:00:00 AM,1899-12-31T02:00:00.000,MOTOR VEHICLE THEFT,0,03/18/2022 12:00:00 AM,"2700 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.861411, -122.258907)",2700 BLOCK TELEGRAPH AVE,Berkeley,CA
21048416,BURGLARY AUTO,10/20/2021 12:00:00 AM,1899-12-31T11:00:00.000,BURGLARY - VEHICLE,3,03/18/2022 12:00:00 AM,"2900 BLOCK MARTIN LUTHER KING JR WAY
Berkeley, CA
(37.855998, -122.271278)",2900 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA
21057960,VANDALISM,12/11/2021 12:00:00 AM,1899-12-31T12:00:00.000,VANDALISM,6,03/18/2022 12:00:00 AM,"2300 BLOCK DURANT AVE
Berkeley, CA
(37.867259, -122.26324)",2300 BLOCK DURANT AVE,Berkeley,CA
22009776,THEFT MISD. (UNDER $950),02/28/2022 12:00:00 AM,1899-12-31T18:00:00.000,LARCENY,1,03/18/2022 12:00:00 AM,"2047 LOS ANGELES AVE
Berkeley, CA
(37.889911, -122.270101)",2047 LOS ANGELES AVE,Berkeley,CA
22007477,VEHICLE STOLEN,12/24/2021 12:00:00 AM,1899-12-31T08:00:00.000,MOTOR VEHICLE THEFT,5,03/18/2022 12:00:00 AM,"1700 BLOCK SAN PABLO AVE
Berkeley, CA
(37.87325, -122.293558)",1700 BLOCK SAN PABLO AVE,Berkeley,CA
21047561,VEHICLE STOLEN,10/14/2021 12:00:00 AM,1899-12-31T20:00:00.000,MOTOR VEHICLE THEFT,4,03/18/2022 12:00:00 AM,"1700 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.870948, -122.277329)",1700 BLOCK UNIVERSITY AVE,Berkeley,CA
21044966,ASSAULT/BATTERY MISD.,09/30/2021 12:00:00 AM,1899-12-31T12:45:00.000,ASSAULT,4,03/18/2022 12:00:00 AM,"2300 BLOCK SAN PABLO AVE
Berkeley, CA
(37.864385, -122.290697)",2300 BLOCK SAN PABLO AVE,Berkeley,CA
22004058,THEFT MISD. (UNDER $950),01/26/2022 12:00:00 AM,1899-12-31T19:16:00.000,LARCENY,3,03/18/2022 12:00:00 AM,"2100 BLOCK SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 BLOCK SHATTUCK AVE,Berkeley,CA
21091489,BURGLARY COMMERCIAL,11/24/2021 12:00:00 AM,1899-12-31T13:43:00.000,BURGLARY - COMMERCIAL,3,03/18/2022 12:00:00 AM,"1900 BLOCK 4TH ST
Berkeley, CA
(37.86825, -122.300093)",1900 BLOCK 4TH ST,Berkeley,CA
21054764,DISTURBANCE,11/26/2021 12:00:00 AM,1899-12-31T05:36:00.000,DISORDERLY CONDUCT,5,03/18/2022 12:00:00 AM,"1600 BLOCK WALNUT ST
Berkeley, CA
(37.878407, -122.267962)",1600 BLOCK WALNUT ST,Berkeley,CA
22002510,ARSON,01/17/2022 12:00:00 AM,1899-12-31T19:35:00.000,ARSON,1,03/18/2022 12:00:00 AM,"1300 BLOCK SAN PABLO AVE
Berkeley, CA
(37.880229, -122.295798)",1300 BLOCK SAN PABLO AVE,Berkeley,CA
21052883,SEXUAL ASSAULT MISD.,11/14/2021 12:00:00 AM,1899-12-31T11:31:00.000,SEX CRIME,0,03/18/2022 12:00:00 AM,"2300 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.868714, -122.259189)",2300 BLOCK TELEGRAPH AVE,Berkeley,CA
21059891,THEFT FELONY (OVER $950),11/17/2021 12:00:00 AM,1899-12-31T00:00:00.000,LARCENY,3,03/18/2022 12:00:00 AM,"1475 EASTSHORE HWY
Berkeley, CA
(37.874884, -122.305801)",1475 EASTSHORE HWY,Berkeley,CA
22005256,THEFT MISD. (UNDER $950),02/03/2022 12:00:00 AM,1899-12-31T00:27:00.000,LARCENY,4,03/18/2022 12:00:00 AM,"1100 BLOCK HEARST AVE
Berkeley, CA
(37.870417, -122.292485)",1100 BLOCK HEARST AVE,Berkeley,CA
21091357,IDENTITY THEFT,11/01/2021 12:00:00 AM,1899-12-31T19:15:00.000,FRAUD,1,03/18/2022 12:00:00 AM,"1800 BLOCK EUCLID AVE
Berkeley, CA
(37.876045, -122.260336)",1800 BLOCK EUCLID AVE,Berkeley,CA
22090219,THEFT MISD. (UNDER $950),02/15/2022 12:00:00 AM,1899-12-31T21:00:00.000,LARCENY,2,03/18/2022 12:00:00 AM,"1500 BLOCK PARKER ST
Berkeley, CA
(37.860507, -122.280446)",1500 BLOCK PARKER ST,Berkeley,CA
21091590,BURGLARY AUTO,12/14/2021 12:00:00 AM,1899-12-31T18:15:00.000,BURGLARY - VEHICLE,2,03/18/2022 12:00:00 AM,"2000 BLOCK ALLSTON WAY
Berkeley, CA
(37.869105, -122.270064)",2000 BLOCK ALLSTON WAY,Berkeley,CA
22005957,BURGLARY COMMERCIAL,02/05/2022 12:00:00 AM,1899-12-31T15:30:00.000,BURGLARY - COMMERCIAL,6,03/18/2022 12:00:00 AM,"200 BLOCK TUNNEL RD
Berkeley, CA
(37.854018, -122.236384)",200 BLOCK TUNNEL RD,Berkeley,CA
21045713,DISTURBANCE,10/01/2021 12:00:00 AM,1899-12-31T00:00:00.000,DISORDERLY CONDUCT,5,03/18/2022 12:00:00 AM,"1500 BLOCK JULIA ST
Berkeley, CA
(37.854186, -122.279157)",1500 BLOCK JULIA ST,Berkeley,CA
22008657,VANDALISM,02/19/2022 12:00:00 AM,1899-12-31T22:00:00.000,VANDALISM,6,03/18/2022 12:00:00 AM,"1200 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.869385, -122.28953)",1200 BLOCK UNIVERSITY AVE,Berkeley,CA
22090150,THEFT MISD. (UNDER $950),02/01/2022 12:00:00 AM,1899-12-31T10:45:00.000,LARCENY,2,03/18/2022 12:00:00 AM,"2100 BLOCK VINE ST
Berkeley, CA
(37.880266, -122.269033)",2100 BLOCK VINE ST,Berkeley,CA
21045709,VANDALISM,10/03/2021 12:00:00 AM,1899-12-31T17:00:00.000,VANDALISM,0,03/18/2022 12:00:00 AM,"2000 BLOCK SHATTUCK AVE
Berkeley, CA
(37.871901, -122.268389)",2000 BLOCK SHATTUCK AVE,Berkeley,CA
22010743,BURGLARY COMMERCIAL,03/07/2022 12:00:00 AM,1899-12-31T23:21:00.000,BURGLARY - COMMERCIAL,1,03/18/2022 12:00:00 AM,"2100 BLOCK SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 BLOCK SHATTUCK AVE,Berkeley,CA
21053807,DOMESTIC VIOLENCE,11/19/2021 12:00:00 AM,1899-12-31T13:00:00.000,FAMILY OFFENSE,5,03/18/2022 12:00:00 AM,"2060 4TH ST
Berkeley, CA
(37.866441, -122.29954)",2060 4TH ST,Berkeley,CA
21059872,DISTURBANCE,12/28/2021 12:00:00 AM,1899-12-31T12:46:00.000,DISORDERLY CONDUCT,2,03/18/2022 12:00:00 AM,"2700 BLOCK PIEDMONT AVE
Berkeley, CA
(37.862024, -122.251212)",2700 BLOCK PIEDMONT AVE,Berkeley,CA
21059453,VEHICLE STOLEN,12/24/2021 12:00:00 AM,1899-12-31T18:45:00.000,MOTOR VEHICLE THEFT,5,03/18/2022 12:00:00 AM,"2125 JEFFERSON AVE
Berkeley, CA
(37.868964, -122.278418)",2125 JEFFERSON AVE,Berkeley,CA
22090100,THEFT MISD. (UNDER $950),01/14/2022 12:00:00 AM,1899-12-31T14:00:00.000,LARCENY,5,03/18/2022 12:00:00 AM,"1800 BLOCK SOLANO AVE
Berkeley, CA
(37.891332, -122.279975)",1800 BLOCK SOLANO AVE,Berkeley,CA
22003397,BURGLARY AUTO,01/22/2022 12:00:00 AM,1899-12-31T21:00:00.000,BURGLARY - VEHICLE,6,03/18/2022 12:00:00 AM,"1900 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.871541, -122.272737)",1900 BLOCK UNIVERSITY AVE,Berkeley,CA
22090344,THEFT FELONY (OVER $950),03/15/2022 12:00:00 AM,1899-12-31T13:00:00.000,LARCENY,2,03/18/2022 12:00:00 AM,"2500 BLOCK HILLEGASS AVE
Berkeley, CA
(37.865156, -122.256478)",2500 BLOCK HILLEGASS AVE,Berkeley,CA
21054383,DOMESTIC VIOLENCE,11/23/2021 12:00:00 AM,1899-12-31T09:00:00.000,FAMILY OFFENSE,2,03/18/2022 12:00:00 AM,"1800 BLOCK ALCATRAZ AVE
Berkeley, CA
(37.848724, -122.271528)",1800 BLOCK ALCATRAZ AVE,Berkeley,CA
22003695,ASSAULT/BATTERY MISD.,01/24/2022 12:00:00 AM,1899-12-31T18:30:00.000,ASSAULT,1,03/18/2022 12:00:00 AM,"200 BLOCK MARINA BLVD
Berkeley, CA
(37.868667, -122.313656)",200 BLOCK MARINA BLVD,Berkeley,CA
21044608,VANDALISM,09/28/2021 12:00:00 AM,1899-12-31T12:55:00.000,VANDALISM,2,03/18/2022 12:00:00 AM,"2500 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.864759, -122.258461)",2500 BLOCK TELEGRAPH AVE,Berkeley,CA
22003287,DISTURBANCE,01/22/2022 12:00:00 AM,1899-12-31T12:10:00.000,DISORDERLY CONDUCT,6,03/18/2022 12:00:00 AM,"2300 BLOCK SHATTUCK AVE
Berkeley, CA
(37.867157, -122.2678)",2300 BLOCK SHATTUCK AVE,Berkeley,CA
22012024,NARCOTICS,03/15/2022 12:00:00 AM,1899-12-31T14:05:00.000,DRUG VIOLATION,2,03/18/2022 12:00:00 AM,"2500 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.864759, -122.258461)",2500 BLOCK TELEGRAPH AVE,Berkeley,CA
22090020,BURGLARY RESIDENTIAL,12/14/2021 12:00:00 AM,1899-12-31T13:50:00.000,BURGLARY - RESIDENTIAL,2,03/18/2022 12:00:00 AM,"2060 FOURTH ST
Berkeley, CA
(37.866441, -122.29954)",2060 FOURTH ST,Berkeley,CA
22000695,NARCOTICS,01/05/2022 12:00:00 AM,1899-12-31T16:22:00.000,DRUG VIOLATION,3,03/18/2022 12:00:00 AM,"2500 BLOCK HASTE ST
Berkeley, CA
(37.866025, -122.258623)",2500 BLOCK HASTE ST,Berkeley,CA
22005802,VANDALISM,02/06/2022 12:00:00 AM,1899-12-31T03:00:00.000,VANDALISM,0,03/18/2022 12:00:00 AM,"1400 BLOCK MARTIN LUTHER KING JR WAY
Berkeley, CA
(37.880803, -122.274005)",1400 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA
21060215,BURGLARY AUTO,12/30/2021 12:00:00 AM,1899-12-31T15:45:00.000,BURGLARY - VEHICLE,4,03/18/2022 12:00:00 AM,"1500 BLOCK HOPKINS ST
Berkeley, CA
(37.881004, -122.283225)",1500 BLOCK HOPKINS ST,Berkeley,CA
21047973,IDENTITY THEFT,10/17/2021 12:00:00 AM,1899-12-31T15:09:00.000,FRAUD,0,03/18/2022 12:00:00 AM,"2543 TELEGRAPH AVE
Berkeley, CA
(37.864276, -122.258516)",2543 TELEGRAPH AVE,Berkeley,CA
22008988,IDENTITY THEFT,02/19/2022 12:00:00 AM,1899-12-31T08:00:00.000,FRAUD,6,03/18/2022 12:00:00 AM,"1041 PARDEE ST
Berkeley, CA
(37.856967, -122.28922)",1041 PARDEE ST,Berkeley,CA
21059815,THEFT MISD. (UNDER $950),12/28/2021 12:00:00 AM,1899-12-31T00:30:00.000,LARCENY,2,03/18/2022 12:00:00 AM,"1300 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.869764, -122.28655)",1300 BLOCK UNIVERSITY AVE,Berkeley,CA
21053155,THEFT MISD. (UNDER $950),11/16/2021 12:00:00 AM,1899-12-31T11:10:00.000,LARCENY,2,03/18/2022 12:00:00 AM,"1400 BLOCK SHATTUCK AVE
Berkeley, CA
(37.881957, -122.269551)",1400 BLOCK SHATTUCK AVE,Berkeley,CA
21091664,BURGLARY AUTO,12/29/2021 12:00:00 AM,1899-12-31T20:40:00.000,BURGLARY - VEHICLE,3,03/18/2022 12:00:00 AM,"2200 BLOCK HEARST AVE
Berkeley, CA
(37.874182, -122.265937)",2200 BLOCK HEARST AVE,Berkeley,CA
22003040,VEHICLE STOLEN,01/21/2022 12:00:00 AM,1899-12-31T06:20:00.000,MOTOR VEHICLE THEFT,5,03/18/2022 12:00:00 AM,"800 BLOCK ALLSTON WAY
Berkeley, CA
(37.865034, -122.297939)",800 BLOCK ALLSTON WAY,Berkeley,CA
21049535,THEFT FROM AUTO,10/25/2021 12:00:00 AM,1899-12-31T12:00:00.000,LARCENY - FROM VEHICLE,1,03/18/2022 12:00:00 AM,"900 BLOCK MILLER AVE
Berkeley, CA
(37.893613, -122.262439)",900 BLOCK MILLER AVE,Berkeley,CA
21091187,THEFT FELONY (OVER $950),09/23/2021 12:00:00 AM,1899-12-31T12:10:00.000,LARCENY,4,03/18/2022 12:00:00 AM,"1600 BLOCK ASHBY AVE
Berkeley, CA
(37.853554, -122.276925)",1600 BLOCK ASHBY AVE,Berkeley,CA
21058676,THEFT FELONY (OVER $950),12/19/2021 12:00:00 AM,1899-12-31T09:08:00.000,LARCENY,0,03/18/2022 12:00:00 AM,"2000 BLOCK VINE ST
Berkeley, CA
(37.879921, -122.271646)",2000 BLOCK VINE ST,Berkeley,CA
22009434,ASSAULT/BATTERY MISD.,02/28/2022 12:00:00 AM,1899-12-31T12:25:00.000,ASSAULT,1,03/18/2022 12:00:00 AM,"2600 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.862915, -122.258707)",2600 BLOCK TELEGRAPH AVE,Berkeley,CA
21051492,DOMESTIC VIOLENCE,11/06/2021 12:00:00 AM,1899-12-31T10:11:00.000,FAMILY OFFENSE,6,03/18/2022 12:00:00 AM,"700 BLOCK HARRISON ST
Berkeley, CA
(37.88055, -122.304962)",700 BLOCK HARRISON ST,Berkeley,CA
22090119,BURGLARY AUTO,01/25/2022 12:00:00 AM,1899-12-31T09:00:00.000,BURGLARY - VEHICLE,2,03/18/2022 12:00:00 AM,"2315 DURANT AVE
Berkeley, CA
(37.867393, -122.262212)",2315 DURANT AVE,Berkeley,CA
22090292,THEFT FELONY (OVER $950),03/02/2022 12:00:00 AM,1899-12-31T02:00:00.000,LARCENY,3,03/18/2022 12:00:00 AM,"1900 BLOCK ASHBY AVE
Berkeley, CA
(37.854286, -122.271015)",1900 BLOCK ASHBY AVE,Berkeley,CA
22001407,IDENTITY THEFT,01/07/2022 12:00:00 AM,1899-12-31T08:00:00.000,FRAUD,5,03/18/2022 12:00:00 AM,"2100 BLOCK ROOSEVELT AVE
Berkeley, CA
(37.870145, -122.276287)",2100 BLOCK ROOSEVELT AVE,Berkeley,CA
21055244,THEFT FROM AUTO,11/22/2021 12:00:00 AM,1899-12-31T14:00:00.000,LARCENY - FROM VEHICLE,1,03/18/2022 12:00:00 AM,"1800 BLOCK 4TH ST
Berkeley, CA
(37.869888, -122.300618)",1800 BLOCK 4TH ST,Berkeley,CA
21055138,BURGLARY AUTO,11/28/2021 12:00:00 AM,1899-12-31T12:00:00.000,BURGLARY - VEHICLE,0,03/18/2022 12:00:00 AM,"1900 BLOCK HEARST AVE
Berkeley, CA
(37.873327, -122.273214)",1900 BLOCK HEARST AVE,Berkeley,CA
22011050,THEFT MISD. (UNDER $950),03/08/2022 12:00:00 AM,1899-12-31T11:09:00.000,LARCENY,2,03/18/2022 12:00:00 AM,"1200 BLOCK FRANCISCO ST
Berkeley, CA
(37.87304, -122.289659)",1200 BLOCK FRANCISCO ST,Berkeley,CA
22009357,FRAUD/FORGERY,02/27/2022 12:00:00 AM,1899-12-31T21:02:00.000,FRAUD,0,03/18/2022 12:00:00 AM,"200 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.865531, -122.309997)",200 BLOCK UNIVERSITY AVE,Berkeley,CA
21091356,THEFT MISD. (UNDER $950),10/31/2021 12:00:00 AM,1899-12-31T16:10:00.000,LARCENY,0,03/18/2022 12:00:00 AM,"2500 BLOCK DERBY ST
Berkeley, CA
(37.861573, -122.257452)",2500 BLOCK DERBY ST,Berkeley,CA
21058066,VEHICLE STOLEN,12/14/2021 12:00:00 AM,1899-12-31T20:00:00.000,MOTOR VEHICLE THEFT,2,03/18/2022 12:00:00 AM,"2400 BLOCK PRINCE ST
Berkeley, CA
(37.85373, -122.260022)",2400 BLOCK PRINCE ST,Berkeley,CA
21045739,DISTURBANCE,10/04/2021 12:00:00 AM,1899-12-31T10:46:00.000,DISORDERLY CONDUCT,1,03/18/2022 12:00:00 AM,"1900 BLOCK ALLSTON WAY
Berkeley, CA
(37.868785, -122.272701)",1900 BLOCK ALLSTON WAY,Berkeley,CA
22090164,VANDALISM,02/06/2022 12:00:00 AM,1899-12-31T05:45:00.000,VANDALISM,0,03/18/2022 12:00:00 AM,"1900 BLOCK VINE ST
Berkeley, CA
(37.879679, -122.273638)",1900 BLOCK VINE ST,Berkeley,CA
21056517,THEFT FELONY (OVER $950),12/04/2021 12:00:00 AM,1899-12-31T12:41:00.000,LARCENY,6,03/18/2022 12:00:00 AM,"1400 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.870054, -122.284263)",1400 BLOCK UNIVERSITY AVE,Berkeley,CA
21091525,IDENTITY THEFT,12/01/2021 12:00:00 AM,1899-12-31T16:25:00.000,FRAUD,3,03/18/2022 12:00:00 AM,"1900 BLOCK EL DORADO AVE
Berkeley, CA
(37.887199, -122.275869)",1900 BLOCK EL DORADO AVE,Berkeley,CA
21054299,IDENTITY THEFT,10/19/2021 12:00:00 AM,1899-12-31T00:00:00.000,FRAUD,2,03/18/2022 12:00:00 AM,"2400 BLOCK DURANT AVE
Berkeley, CA
(37.867513, -122.26127)",2400 BLOCK DURANT AVE,Berkeley,CA
22002070,ROBBERY,01/14/2022 12:00:00 AM,1899-12-31T13:27:00.000,ROBBERY,5,03/18/2022 12:00:00 AM,"1700 BLOCK SAN PABLO AVE
Berkeley, CA
(37.87325, -122.293558)",1700 BLOCK SAN PABLO AVE,Berkeley,CA
22009239,THEFT MISD. (UNDER $950),02/26/2022 12:00:00 AM,1899-12-31T23:00:00.000,LARCENY,6,03/18/2022 12:00:00 AM,"1301 SHATTUCK AVE
Berkeley, CA
(37.884051, -122.269784)",1301 SHATTUCK AVE,Berkeley,CA
22007175,THEFT MISD. (UNDER $950),02/14/2022 12:00:00 AM,1899-12-31T14:44:00.000,LARCENY,1,03/18/2022 12:00:00 AM,"2600 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.862915, -122.258707)",2600 BLOCK TELEGRAPH AVE,Berkeley,CA
21049829,DISTURBANCE,10/28/2021 12:00:00 AM,1899-12-31T10:00:00.000,DISORDERLY CONDUCT,4,03/18/2022 12:00:00 AM,"2700 BLOCK MCGEE AVE
Berkeley, CA
(37.859259, -122.275787)",2700 BLOCK MCGEE AVE,Berkeley,CA
21054200,ASSAULT/BATTERY MISD.,11/22/2021 12:00:00 AM,1899-12-31T07:10:00.000,ASSAULT,1,03/18/2022 12:00:00 AM,"2161 UNIVERSITY AVE
Berkeley, CA
(37.872406, -122.266689)",2161 UNIVERSITY AVE,Berkeley,CA
22006345,VANDALISM,02/01/2022 12:00:00 AM,1899-12-31T00:00:00.000,VANDALISM,2,03/18/2022 12:00:00 AM,"1900 BLOCK GRANT ST
Berkeley, CA
(37.873017, -122.275481)",1900 BLOCK GRANT ST,Berkeley,CA
22004740,FRAUD/FORGERY,12/08/2021 12:00:00 AM,1899-12-31T09:00:00.000,FRAUD,3,03/18/2022 12:00:00 AM,"2000 BLOCK MILVIA ST
Berkeley, CA
(37.871513, -122.270712)",2000 BLOCK MILVIA ST,Berkeley,CA
22006146,GUN/WEAPON,02/08/2022 12:00:00 AM,1899-12-31T12:59:00.000,WEAPONS OFFENSE,2,03/18/2022 12:00:00 AM,"3200 BLOCK ADELINE ST
Berkeley, CA
(37.850386, -122.270897)",3200 BLOCK ADELINE ST,Berkeley,CA
21058908,VEHICLE STOLEN,12/19/2021 12:00:00 AM,1899-12-31T04:50:00.000,MOTOR VEHICLE THEFT,0,03/18/2022 12:00:00 AM,"1900 BLOCK ROSE ST
Berkeley, CA
(37.881445, -122.274077)",1900 BLOCK ROSE ST,Berkeley,CA
21055994,THEFT MISD. (UNDER $950),12/02/2021 12:00:00 AM,1899-12-31T12:00:00.000,LARCENY,4,03/18/2022 12:00:00 AM,"2000 BLOCK FRANCISCO ST
Berkeley, CA
(37.875391, -122.271141)",2000 BLOCK FRANCISCO ST,Berkeley,CA
21057320,VEHICLE STOLEN,12/10/2021 12:00:00 AM,1899-12-31T15:30:00.000,MOTOR VEHICLE THEFT,5,03/18/2022 12:00:00 AM,"66 DOMINGO AVE
Berkeley, CA
(37.856021, -122.243714)",66 DOMINGO AVE,Berkeley,CA
21049320,FRAUD/FORGERY,10/23/2021 12:00:00 AM,1899-12-31T09:00:00.000,FRAUD,6,03/18/2022 12:00:00 AM,"2219 BYRON ST
Berkeley, CA
(37.865829, -122.289863)",2219 BYRON ST,Berkeley,CA
22006690,ASSAULT/BATTERY MISD.,02/11/2022 12:00:00 AM,1899-12-31T10:30:00.000,ASSAULT,5,03/18/2022 12:00:00 AM,"2200 BLOCK SHATTUCK AVE
Berkeley, CA
(37.869363, -122.268028)",2200 BLOCK SHATTUCK AVE,Berkeley,CA
21047078,MISSING JUVENILE,10/11/2021 12:00:00 AM,1899-12-31T16:00:00.000,MISSING PERSON,1,03/18/2022 12:00:00 AM,"2900 BLOCK STANTON ST
Berkeley, CA
(37.854852, -122.280137)",2900 BLOCK STANTON ST,Berkeley,CA
22007034,BURGLARY RESIDENTIAL,02/07/2022 12:00:00 AM,1899-12-31T00:00:00.000,BURGLARY - RESIDENTIAL,1,03/18/2022 12:00:00 AM,"1200 BLOCK NEILSON ST
Berkeley, CA
(37.882875, -122.288595)",1200 BLOCK NEILSON ST,Berkeley,CA
21056145,THEFT MISD. (UNDER $950),12/04/2021 12:00:00 AM,1899-12-31T11:39:00.000,LARCENY,6,03/18/2022 12:00:00 AM,"1000 BLOCK GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 BLOCK GILMAN ST,Berkeley,CA
21042991,BURGLARY AUTO,09/19/2021 12:00:00 AM,1899-12-31T08:21:00.000,BURGLARY - VEHICLE,0,03/18/2022 12:00:00 AM,"600 BLOCK SAN LUIS RD
Berkeley, CA
(37.89977, -122.275237)",600 BLOCK SAN LUIS RD,Berkeley,CA
21091618,THEFT FROM PERSON,12/16/2021 12:00:00 AM,1899-12-31T23:40:00.000,LARCENY,4,03/18/2022 12:00:00 AM,"2400 BLOCK DURANT AVE
Berkeley, CA
(37.867513, -122.26127)",2400 BLOCK DURANT AVE,Berkeley,CA
22003662,ROBBERY,01/24/2022 12:00:00 AM,1899-12-31T16:05:00.000,ROBBERY,1,03/18/2022 12:00:00 AM,"2300 BLOCK SHATTUCK AVE
Berkeley, CA
(37.867157, -122.2678)",2300 BLOCK SHATTUCK AVE,Berkeley,CA
21054913,VANDALISM,11/27/2021 12:00:00 AM,1899-12-31T00:50:00.000,VANDALISM,6,03/18/2022 12:00:00 AM,"2900 BLOCK AVALON AVE
Berkeley, CA
(37.859852, -122.24929)",2900 BLOCK AVALON AVE,Berkeley,CA
21047620,BURGLARY AUTO,10/07/2021 12:00:00 AM,1899-12-31T02:00:00.000,BURGLARY - VEHICLE,4,03/18/2022 12:00:00 AM,"820 REGAL RD
Berkeley, CA
(37.894395, -122.268061)",820 REGAL RD,Berkeley,CA
21051982,ROBBERY,11/09/2021 12:00:00 AM,1899-12-31T10:56:00.000,ROBBERY,2,03/18/2022 12:00:00 AM,"1800 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.871246, -122.274992)",1800 BLOCK UNIVERSITY AVE,Berkeley,CA
21053951,BURGLARY AUTO,11/20/2021 12:00:00 AM,1899-12-31T15:00:00.000,BURGLARY - VEHICLE,6,03/18/2022 12:00:00 AM,"1300 BLOCK 10TH ST
Berkeley, CA
(37.879968, -122.296884)",1300 BLOCK 10TH ST,Berkeley,CA
22002099,MISSING ADULT,10/01/2021 12:00:00 AM,1899-12-31T09:00:00.000,MISSING PERSON,5,03/18/2022 12:00:00 AM,"900 BLOCK ARLINGTON AVE
Berkeley, CA
(37.891913, -122.274089)",900 BLOCK ARLINGTON AVE,Berkeley,CA
21057540,THEFT FELONY (OVER $950),12/11/2021 12:00:00 AM,1899-12-31T12:00:00.000,LARCENY,6,03/18/2022 12:00:00 AM,"1500 BLOCK WOOLSEY ST
Berkeley, CA
(37.85062, -122.278313)",1500 BLOCK WOOLSEY ST,Berkeley,CA
21057405,BURGLARY AUTO,12/11/2021 12:00:00 AM,1899-12-31T13:15:00.000,BURGLARY - VEHICLE,6,03/18/2022 12:00:00 AM,"2300 BLOCK 4TH ST
Berkeley, CA
(37.862817, -122.298359)",2300 BLOCK 4TH ST,Berkeley,CA
21091138,DISTURBANCE,09/21/2021 12:00:00 AM,1899-12-31T12:38:00.000,DISORDERLY CONDUCT,2,03/18/2022 12:00:00 AM,"1000 BLOCK DELAWARE ST
Berkeley, CA
(37.871265, -122.295043)",1000 BLOCK DELAWARE ST,Berkeley,CA
21045470,ROBBERY,10/03/2021 12:00:00 AM,1899-12-31T00:54:00.000,ROBBERY,0,03/18/2022 12:00:00 AM,"2433 DURANT AVE
Berkeley, CA
(37.867712, -122.259778)",2433 DURANT AVE,Berkeley,CA
22003086,BURGLARY RESIDENTIAL,01/20/2022 12:00:00 AM,1899-12-31T21:40:00.000,BURGLARY - RESIDENTIAL,4,03/18/2022 12:00:00 AM,"2400 BLOCK DWIGHT WAY
Berkeley, CA
(37.864826, -122.260719)",2400 BLOCK DWIGHT WAY,Berkeley,CA
21045211,ASSAULT/BATTERY MISD.,10/01/2021 12:00:00 AM,1899-12-31T17:43:00.000,ASSAULT,5,03/18/2022 12:00:00 AM,"1200 BLOCK 4TH ST
Berkeley, CA
(37.880551, -122.304085)",1200 BLOCK 4TH ST,Berkeley,CA
